ॐ { ओंकार }	Oṃ  { oṃkāra }	phrase	Om  [ āum, Omkara ]
अनासङ्ग	anāsaṅga	m.	uncertainty
अनासादित	anāsādita	adj.	non-existent
अनासादित	anāsādita	adj.	not encountered or attacked
अनासादित	anāsādita	adj.	not found or obtained
अनासादित	anāsādita	adj.	not having happened
अनासादित	anāsādita	adj.	not met with
अनासादित	anāsādita	adj.	not occurred
अनासाद्य	anāsādya	adj.	not attainable
अनासिक	anāsika	adj.	noseless
अनास्तिक	anāstika	adj.	atheistic
अनास्तिक्य	anāstikya	n.	atheism
अनास्थ	anāstha	adj.	indifferent
अनास्था	anāsthā	f.	disrespect
अनास्था	anāsthā	f.	indifference
अनास्था	anāsthā	f.	unconcern
अनास्था	anāsthā	f.	unfixedness want of confidence
अनास्था	anāsthā	f.	want of consideration
अनास्था	anāsthā	f.	want of faith or devotedness
अनास्थान	anāsthāna	adj.	having or yielding no basis or fulcrum
अनास्रव	anāsrava	adj.	free from mundane inclinations
अनास्रवप्रकार	anāsravaprakāra	adj.	free from the various kinds of mundane inclinations
अनास्वाद	anāsvāda	adj.	insipid
अनास्वाद	anāsvāda	m.	insipidity
अनाहत	anāhata	adj.	intact
अनाहत	anāhata	adj.	new and unbleached
अनाहत	anāhata	adj.	not multiplied
अनाहत	anāhata	adj.	produced otherwise than by beating
अनाहत	anāhata	adj.	unbeaten
अनाहत	anāhata	adj.	unstruck
अनाहत	anāhata	adj.	unwounded
अनाहत	anāhata	n.	fourth of the mystical cakras
अनाहत	anāhata	n.	or circles of the body
अनाहतनाद	anāhatanāda	m.	mystical sound heard internally
अनाहतनाद	anāhatanāda	m.	sound om
अनाहतनाद	anāhatanāda	m.	sound produced otherwise than by beating
अनाहतनाद	anāhatanāda	m.	unstruck note
अनाहवनीय	anāhavanīya	m.	no āhavanīya fire
अनाहार	anāhāra	adj.	one who abstains from food
अनाहार	anāhāra	m.	abstinence
अनाहार	anāhāra	m.	non-production
अनाहार	anāhāra	m.	non-seiśure
अनाहार	anāhāra	m.	not taking food
अनाहारिन्	anāhārin	adj.	fasting
अनाहारिन्	anāhārin	adj.	not taking
अनाहार्य	anāhārya	adj.	not producible
अनाहार्य	anāhārya	adj.	not to be bribed
अनाहार्य	anāhārya	adj.	not to be eaten
अनाहार्य	anāhārya	adj.	not to be seiśed or taken
अनाहुति	anāhuti	f.	non-sacrificing
अनाहुति	anāhuti	f.	sacrifice unworthy of its name
अनाहूतोपजल्पिन्	anāhūtopajalpin	m.	uncalled-for boaster
अनाह्लाद	anāhlāda	adj.	gloomy
अनाह्लादित	anāhlādita	adj.	not exhilarated
अनि	ani	m.	pin of an axle tree
अनिकृति	anikṛti	f.	honesty
अनिकेत	aniketa	adj.	having no residence
अनिकेत	aniketa	adj.	houseless
अनिकेत	aniketa	m.	īP address  [ computer ]
अनिक्षु उस्	anikṣu us	m.	kans grass  [ ṣaccharum ṣpontaneum - Bot. ]
अनिक्षु उस्	anikṣu us	m.	sort of long grass or reed
अनिगीर्ण	anigīrṇa	adj.	not suppressed
अनिगीर्ण	anigīrṇa	adj.	not swallowed
अनिगुप्त	anigupta	adj.	generally open or accessible
अनिगुप्त	anigupta	adj.	not hidden or concealed
अनिग्रह	anigraha	adj.	unrestrained
अनिग्रह	anigraha	m.	non-refutation
अनिग्रह	anigraha	m.	non-restraint
अनिग्रह	anigraha	m.	not owning one's self refuted
अनिग्रहस्थान	anigrahasthāna	n.	occasion of non-refutation
अनिङ्गन	aniṅgana	adj.	immovable
अनिचय	anicaya	m.	not storing up
अनिच्छ	aniccha	adj.	averse
अनिच्छ	aniccha	adj.	not desirous
अनिच्छ	aniccha	adj.	not intending
अनिच्छ	aniccha	adj.	unwilling
अनिच्छ	aniccha	adj.	without desiring
अनिच्छया	anicchayā	adverb	unwillingly
अनिच्छा	anicchā	f.	indifference
अनिच्छुक	anicchuka	adj.	reluctant
अनित	anita	adj.	destitute of
अनित	anita	n.	not deviating from
अनित्य	anitya	adj.	impermanent
अनित्य	anitya	adj.	incidental
अनित्य	anitya	adj.	irregular
अनित्य	anitya	adj.	not eternal
अनित्य	anitya	adj.	not everlasting
अनित्य	anitya	adj.	occasional
अनित्य	anitya	adj.	temporary
अनित्य	anitya	adj.	transient
अनित्य	anitya	adj.	transitory
अनित्य	anitya	adj.	uncertain
अनित्य	anitya	adj.	unstable
अनित्य	anitya	adj.	unusual
अनित्यकर्मन्	anityakarman	n.	occasional act of worship
अनित्यक्रिया	anityakriyā	f.	occasional act of worship
अनित्यता	anityatā	f.	transient existence
अनित्यता	anityatā	f.	transient or limited existence
अनित्यत्व	anityatva	n.	transient existence
अनित्यत्व	anityatva	n.	transient or limited existence
अनित्यदत्त	anityadatta	m.	son surrendered by his parents to another for temporary or preliminary adoption
अनित्यदत्तक	anityadattaka	m.	son surrendered by his parents to another for temporary or preliminary adoption
अनित्यदत्रिम	anityadatrima	m.	son surrendered by his parents to another for temporary or preliminary adoption
अनित्यम्	anityam	indecl.	occasionally
अनित्यसञ्चिका	anityasañcikā	f.	temporary file  [ computer ]
अनित्यसम	anityasama	m.	consisting in generaliśing what is exceptional
अनित्यसम	anityasama	m.	sophism
अनित्यसमप्रकरण	anityasamaprakaraṇa	n.	section in the nyāya discussing that sophism
अनित्यसमास	anityasamāsa	m.	compound
अनित्यसमास	anityasamāsa	m.	sense of which may be equally expressed by resolving it into its constituent parts
अनिदान	anidāna	adj.	causeless
अनिदान	anidāna	adj.	groundless
अनिद्र	anidra	adj.	awake
अनिद्र	anidra	adj.	sleepless
अनिद्रा	anidrā	f.	sleeplessness
अनिद्रित	anidrita	adj.	awake
अनिद्रित	anidrita	adj.	not asleep
अनिधृष्ट	anidhṛṣṭa	adj.	unsubdued
अनिध्म	anidhma	adj.	having or requiring no fuel
अनिन	anina	adj.	feeble
अनिन	anina	adj.	strengthless
अनिन्दनीय	anindanīya	adj.	faultless
अनिन्दनीय	anindanīya	adj.	unblamable
अनिन्दित	anindita	adj.	irreproachable
अनिन्दित	anindita	adj.	virtuous
अनिन्द्र	anindra	adj.	dispensing with or disregarding indra
अनिपद्यमान	anipadyamāna	adj.	untiring
अनिपात	anipāta	m.	continuance of life
अनिपान	anipāna	n.	not drinking
अनिपान	anipāna	n.	thirst
अनिपुण	anipuṇa	adj.	unskilled
अनिबद्ध	anibaddha	adj.	incoherent
अनिबद्ध	anibaddha	adj.	unconnected
अनिबद्धप्रलापिन्	anibaddhapralāpin	adj.	chattering incoherently
अनिबद्धप्रलापिन्	anibaddhapralāpin	adj.	talking at random
अनिबन्धन	anibandhana	adj.	accidental
अनिबन्धन	anibandhana	adj.	causeless
अनिबाध	anibādha	adj.	unlimited
अनिबाध	anibādha	adj.	unobstructed
अनिबाध	anibādha	m.	liberty
अनिभृत	anibhṛta	adj.	bold
अनिभृत	anibhṛta	adj.	immodest
अनिभृत	anibhṛta	adj.	intense
अनिभृत	anibhṛta	adj.	not private
अनिभृत	anibhṛta	adj.	not reserved
अनिभृत	anibhṛta	adj.	public
अनिभृत	anibhṛta	adj.	strong
अनिभृत	anibhṛta	adj.	violent
अनिभृत	anibhṛta	adj.	violently moved or shaken
अनिभृष्ट	anibhṛṣṭa	adj.	undefeated
अनिमन्त्रितभोजिन्	animantritabhojin	adj.	eating without being invited
अनिमान	animāna	adj.	unbounded
अनिमित्त	animitta	adj.	causeless
अनिमित्त	animitta	adj.	groundless
अनिमित्त	animitta	adj.	having no adequate occasion
अनिमित्त	animitta	m.	unconditioned salvation
अनिमित्त	animitta	n.	absence of an adequate cause or occasion
अनिमित्त	animitta	n.	bad omen
अनिमित्त	animitta	n.	groundlessness
अनिमित्ततस्	animittatas	ind.	groundlessly
अनिमित्तनिराकृत	animittanirākṛta	adj.	groundlessly rejected
अनिमित्तलिङ्गनास	animittaliṅganāsa	m.	unaccountable loss of distinct vision
अनिमिष	animiṣa	adj.	looking steadily
अनिमिष	animiṣa	adj.	not winking
अनिमिष	animiṣa	adj.	open
अनिमिष	animiṣa	adj.	vigilant
अनिमिष	animiṣa	m.	fish
अनिमिष	animiṣa	m.	god
अनिमिषत्	animiṣat	adj.	not winking
अनिमिषत्	animiṣat	adj.	vigilant
अनिमिषम्	animiṣam	ind.	vigilantly
अनिमिषम्	animiṣam	ind.	without winking i.e. vigilantly or incessantly
अनिमिषा	animiṣā	ind.	without winking i.e. vigilantly or incessantly
अनिमिष्	animiṣ	m.	without winking
अनिमेषम्	animeṣam	ind.	vigilantly
अनियत	aniyata	adj.	abnormal
अनियत	aniyata	adj.	casual
अनियत	aniyata	adj.	irregular
अनियत	aniyata	adj.	not fixed
अनियत	aniyata	adj.	not regulated
अनियत	aniyata	adj.	not unaccentuated
अनियत	aniyata	adj.	unbounded
अनियत	aniyata	adj.	uncertain
अनियत	aniyata	adj.	uncontrolled
अनियत	aniyata	adj.	unrestricted
अनियतपरीक्षा	aniyataparīkṣā	f.	random testing  [ computer ]
अनियतपुंस्का	aniyatapuṃskā	f.	woman unchaste in conduct
अनियतवृत्ति	aniyatavṛtti	adj.	having no fixed or regular employment or income
अनियतसङ्ख्या	aniyatasaṅkhyā	f.	random number  [ computer ]
अनियतसङ्ख्याजनक	aniyatasaṅkhyājanaka	m.	random number generator  [ computer ]
अनियताङ्क	aniyatāṅka	m.	indeterminate digit
अनियतात्मन्	aniyatātman	m.	one whose self or spirit is not regulated or under proper control
अनियताभिगम	aniyatābhigama	m.	random access  [ computer ]
अनियतायामाभिलेख	aniyatāyāmābhilekha	m.	variable length record  [ computer ]
अनियन्त्रणम्	aniyantraṇam	ind.	freely
अनियन्त्रणम्	aniyantraṇam	ind.	unconstrainedly
अनियन्त्रणानुयोग	aniyantraṇānuyoga	adj.	to be questioned unreservedly
अनियन्त्रित	aniyantrita	adj.	unrestrained
अनियम	aniyama	adj.	having no rule
अनियम	aniyama	adj.	irregular
अनियम	aniyama	m.	absence of control or rule or fixed order or obligation
अनियम	aniyama	m.	doubt
अनियम	aniyama	m.	indecorous or improper conduct
अनियम	aniyama	m.	uncertainty
अनियम	aniyama	m.	unsettledness
अनियमित	aniyamita	adj.	irregular
अनियमोपमा	aniyamopamā	f.	kind of simile
अनियसित	aniyasita	adj.	relaxed
अनियुक्त	aniyukta	adj.	not appointed
अनियुक्त	aniyukta	adj.	not authoritative
अनियुक्त	aniyukta	m.	assessor at a court who has not been formally appointed and is not entitled to vote
अनिरा	anirā	f.	languor
अनिराकरण	anirākaraṇa	n.	not forgetting
अनिराकरिष्णु	anirākariṣṇu	adj.	not censorious
अनिराकरिष्णु	anirākariṣṇu	adj.	not forgetting
अनिराकरिष्णु	anirākariṣṇu	adj.	not obstructive
अनिराकृत	anirākṛta	adj.	unobstructed
अनिरुक्त	anirukta	adj.	not articulated
अनिरुक्त	anirukta	adj.	not explained
अनिरुक्तगान	aniruktagāna	n.	particular mode of chanting the sāma-veda
अनिरुद्ध	aniruddha	adj.	self-willed
अनिरुद्ध	aniruddha	adj.	uncontrollable
अनिरुद्ध	aniruddha	adj.	ungovernable
अनिरुद्ध	aniruddha	adj.	unobstructed
अनिरुद्ध	aniruddha	adj.	unstopped
अनिरुद्ध	aniruddha	m.	secret emissary
अनिरुद्ध	aniruddha	m.	son of pradyumna
